"timestamp [UTC]",message,severityLevel,itemType,customDimensions,"operation_Id","operation_ParentId","client_Type","client_IP","client_City","client_StateOrProvince","client_CountryOrRegion","cloud_RoleName","cloud_RoleInstance",appId,appName,iKey,sdkVersion,itemId,itemCount
"8/15/2025, 7:39:57.208 PM","LoggerFilterOptions
{
  ""MinLevel"": ""None"",
  ""Rules"": [
    {
      ""ProviderName"": null,
      ""CategoryName"": null,
      ""LogLevel"": ""Warning"",
      ""Filter"": null
    },
    {
      ""ProviderName"": null,
      ""CategoryName"": null,
      ""LogLevel"": null,
      ""Filter"": ""<AddFilter>b__0""
    },
    {
      ""ProviderName"": ""Microsoft.Azure.WebJobs.Script.WebHost.Diagnostics.WebHostSystemLoggerProvider"",
      ""CategoryName"": null,
      ""LogLevel"": ""None"",
      ""Filter"": null
    },
    {
      ""ProviderName"": ""Microsoft.Azure.WebJobs.Script.WebHost.Diagnostics.WebHostSystemLoggerProvider"",
      ""CategoryName"": null,
      ""LogLevel"": null,
      ""Filter"": ""<AddFilter>b__0""
    },
    {
      ""ProviderName"": null,
      ""CategoryName"": null,
      ""LogLevel"": null,
      ""Filter"": ""<AddFilter>b__0""
    },
    {
      ""ProviderName"": ""Microsoft.Azure.WebJobs.Script.WebHost.Diagnostics.SystemLoggerProvider"",
      ""CategoryName"": null,
      ""LogLevel"": ""None"",
      ""Filter"": null
    },
    {
      ""ProviderName"": ""Microsoft.Azure.WebJobs.Script.WebHost.Diagnostics.SystemLoggerProvider"",
      ""CategoryName"": null,
      ""LogLevel"": null,
      ""Filter"": ""<AddFilter>b__0""
    },
    {
      ""ProviderName"": ""Microsoft.Azure.WebJobs.Logging.ApplicationInsights.ApplicationInsightsLoggerProvider"",
      ""CategoryName"": null,
      ""LogLevel"": ""Trace"",
      ""Filter"": null
    }
  ]
}",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""LoggerFilterOptions\n{\n  \""MinLevel\"": \""None\"",\n  \""Rules\"": [\n    {\n      \""ProviderName\"": null,\n      \""CategoryName\"": null,\n      \""LogLevel\"": \""Warning\"",\n      \""Filter\"": null\n    },\n    {\n      \""ProviderName\"": null,\n      \""CategoryName\"": null,\n      \""LogLevel\"": null,\n      \""Filter\"": \""<AddFilter>b__0\""\n    },\n    {\n      \""ProviderName\"": \""Microsoft.Azure.WebJobs.Script.WebHost.Diagnostics.WebHostSystemLoggerProvider\"",\n      \""CategoryName\"": null,\n      \""LogLevel\"": \""None\"",\n      \""Filter\"": null\n    },\n    {\n      \""ProviderName\"": \""Microsoft.Azure.WebJobs.Script.WebHost.Diagnostics.WebHostSystemLoggerProvider\"",\n      \""CategoryName\"": null,\n      \""LogLevel\"": null,\n      \""Filter\"": \""<AddFilter>b__0\""\n    },\n    {\n      \""ProviderName\"": null,\n      \""CategoryName\"": null,\n      \""LogLevel\"": null,\n      \""Filter\"": \""<AddFilter>b__0\""\n    },\n    {\n      \""ProviderName\"": \""Microsoft.Azure.WebJobs.Script.WebHost.Diagnostics.SystemLoggerProvider\"",\n      \""CategoryName\"": null,\n      \""LogLevel\"": \""None\"",\n      \""Filter\"": null\n    },\n    {\n      \""ProviderName\"": \""Microsoft.Azure.WebJobs.Script.WebHost.Diagnostics.SystemLoggerProvider\"",\n      \""CategoryName\"": null,\n      \""LogLevel\"": null,\n      \""Filter\"": \""<AddFilter>b__0\""\n    },\n    {\n      \""ProviderName\"": \""Microsoft.Azure.WebJobs.Logging.ApplicationInsights.ApplicationInsightsLoggerProvider\"",\n      \""CategoryName\"": null,\n      \""LogLevel\"": \""Trace\"",\n      \""Filter\"": null\n    }\n  ]\n}"",""ProcessId"":""59"",""Category"":""Microsoft.Azure.WebJobs.Hosting.OptionsLoggingService""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c3f-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.209 PM","FunctionResultAggregatorOptions
{
  ""BatchSize"": 1000,
  ""FlushTimeout"": ""00:00:30"",
  ""IsEnabled"": true
}",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""FunctionResultAggregatorOptions\n{\n  \""BatchSize\"": 1000,\n  \""FlushTimeout\"": \""00:00:30\"",\n  \""IsEnabled\"": true\n}"",""ProcessId"":""59"",""Category"":""Microsoft.Azure.WebJobs.Hosting.OptionsLoggingService""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c43-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.209 PM","ConcurrencyOptions
{
  ""DynamicConcurrencyEnabled"": false,
  ""MaximumFunctionConcurrency"": 500,
  ""CPUThreshold"": 0.8,
  ""SnapshotPersistenceEnabled"": true
}",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""ConcurrencyOptions\n{\n  \""DynamicConcurrencyEnabled\"": false,\n  \""MaximumFunctionConcurrency\"": 500,\n  \""CPUThreshold\"": 0.8,\n  \""SnapshotPersistenceEnabled\"": true\n}"",""ProcessId"":""59"",""Category"":""Microsoft.Azure.WebJobs.Hosting.OptionsLoggingService""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c46-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.211 PM","SingletonOptions
{
  ""LockPeriod"": ""00:00:15"",
  ""ListenerLockPeriod"": ""00:01:00"",
  ""LockAcquisitionTimeout"": ""10675199.02:48:05.4775807"",
  ""LockAcquisitionPollingInterval"": ""00:00:05"",
  ""ListenerLockRecoveryPollingInterval"": ""00:01:00""
}",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""SingletonOptions\n{\n  \""LockPeriod\"": \""00:00:15\"",\n  \""ListenerLockPeriod\"": \""00:01:00\"",\n  \""LockAcquisitionTimeout\"": \""10675199.02:48:05.4775807\"",\n  \""LockAcquisitionPollingInterval\"": \""00:00:05\"",\n  \""ListenerLockRecoveryPollingInterval\"": \""00:01:00\""\n}"",""ProcessId"":""59"",""Category"":""Microsoft.Azure.WebJobs.Hosting.OptionsLoggingService""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c49-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.211 PM","ScaleOptions
{
  ""ScaleMetricsMaxAge"": ""00:02:00"",
  ""ScaleMetricsSampleInterval"": ""00:00:10"",
  ""MetricsPurgeEnabled"": true,
  ""IsTargetScalingEnabled"": true,
  ""IsRuntimeScalingEnabled"": false
}",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""ScaleOptions\n{\n  \""ScaleMetricsMaxAge\"": \""00:02:00\"",\n  \""ScaleMetricsSampleInterval\"": \""00:00:10\"",\n  \""MetricsPurgeEnabled\"": true,\n  \""IsTargetScalingEnabled\"": true,\n  \""IsRuntimeScalingEnabled\"": false\n}"",""ProcessId"":""59"",""Category"":""Microsoft.Azure.WebJobs.Hosting.OptionsLoggingService""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c4c-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.212 PM","Starting JobHost",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""Starting JobHost"",""ProcessId"":""59"",""Category"":""Microsoft.Azure.WebJobs.Hosting.JobHostService""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c50-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.213 PM","Starting Host (HostId=weathercrawler, InstanceId=2860ddff-abb0-4e06-bf43-4020051fe7b8, Version=4.1041.200.1, ProcessId=59, AppDomainId=1, InDebugMode=False, InDiagnosticMode=False, FunctionsExtensionVersion=~4)",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""Starting Host (HostId={hostId}, InstanceId={instanceId}, Version={version}, ProcessId={processId}, AppDomainId={appDomainId}, InDebugMode={inDebugMode}, InDiagnosticMode={inDiagnosticMode}, FunctionsExtensionVersion={extensionVersion})"",""ProcessId"":""59"",""Category"":""Host.Startup"",""EventName"":""StartingHost"",""EventId"":""401"",""prop__processId"":""59"",""prop__appDomainId"":""1"",""prop__version"":""4.1041.200.1"",""prop__instanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""prop__extensionVersion"":""~4"",""prop__inDiagnosticMode"":""False"",""prop__inDebugMode"":""False"",""prop__hostId"":""weathercrawler""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c55-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.214 PM","Loading functions metadata",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""Loading functions metadata"",""ProcessId"":""59"",""Category"":""Host.Startup"",""EventName"":""FunctionMetadataManagerLoadingFunctionsMetadata"",""EventId"":""314""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c5a-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.215 PM","Reading functions metadata (Custom)",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""Reading functions metadata ({provider})"",""ProcessId"":""59"",""Category"":""Host.Startup"",""EventName"":""ReadingFunctionMetadataFromProvider"",""EventId"":""326"",""prop__provider"":""Custom""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c5d-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.217 PM","0 functions found (Custom)",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""{count} functions found ({provider})"",""ProcessId"":""59"",""Category"":""Host.Startup"",""EventName"":""FunctionsReturnedByProvider"",""EventId"":""327"",""prop__count"":""0"",""prop__provider"":""Custom""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c62-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.218 PM","0 functions loaded",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""{count} functions loaded"",""ProcessId"":""59"",""Category"":""Host.Startup"",""EventName"":""FunctionMetadataManagerFunctionsLoaded"",""EventId"":""315"",""prop__count"":""0""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c65-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.224 PM","Generating 0 job function(s)",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""Generating 0 job function(s)"",""ProcessId"":""59"",""Category"":""Host.Startup""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c69-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.225 PM","No job functions found. Try making your job classes and methods public. If you're using binding extensions (e.g. Azure Storage, ServiceBus, Timers, etc.) make sure you've called the registration method for the extension(s) in your startup code (e.g. builder.AddAzureStorage(), builder.AddServiceBus(), builder.AddTimers(), etc.).",2,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Warning"",""prop__{OriginalFormat}"":""No job functions found. Try making your job classes and methods public. If you're using binding extensions (e.g. Azure Storage, ServiceBus, Timers, etc.) make sure you've called the registration method for the extension(s) in your startup code (e.g. builder.AddAzureStorage(), builder.AddServiceBus(), builder.AddTimers(), etc.)."",""ProcessId"":""59"",""Category"":""Host.Startup""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c6d-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.226 PM","HttpOptions
{
  ""DynamicThrottlesEnabled"": false,
  ""EnableChunkedRequestBinding"": false,
  ""MaxConcurrentRequests"": -1,
  ""MaxOutstandingRequests"": -1,
  ""RoutePrefix"": ""api""
}",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""HttpOptions\n{\n  \""DynamicThrottlesEnabled\"": false,\n  \""EnableChunkedRequestBinding\"": false,\n  \""MaxConcurrentRequests\"": -1,\n  \""MaxOutstandingRequests\"": -1,\n  \""RoutePrefix\"": \""api\""\n}"",""ProcessId"":""59"",""Category"":""Microsoft.Azure.WebJobs.Hosting.OptionsLoggingService""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c72-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.231 PM","Initializing function HTTP routes
No HTTP routes mapped",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""Initializing function HTTP routes\nNo HTTP routes mapped"",""ProcessId"":""59"",""Category"":""Microsoft.Azure.WebJobs.Script.WebHost.WebScriptHostHttpRoutesManager""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c78-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.231 PM","Host initialized (16ms)",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""Host initialized ({ms}ms)"",""ProcessId"":""59"",""Category"":""Host.Startup"",""EventName"":""ScriptHostInitialized"",""EventId"":""412"",""prop__ms"":""16""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c7d-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.231 PM","Host started (16ms)",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""Host started ({ms}ms)"",""ProcessId"":""59"",""Category"":""Host.Startup"",""EventName"":""ScriptHostStarted"",""EventId"":""413"",""prop__ms"":""16""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c82-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.231 PM","Job host started",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""Job host started"",""ProcessId"":""59"",""Category"":""Host.Startup""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c88-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:38:51.347 PM","Initializing Warmup Extension.",1,trace,"{""ProcessId"":""57"",""HostInstanceId"":""550b8b7e-d2d6-4aea-bab8-fe72df2f7ee0"",""prop__{OriginalFormat}"":""Initializing Warmup Extension."",""LogLevel"":""Information"",""Category"":""Host.Triggers.Warmup""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908830022050542","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","8f9a9ff0-7a0f-11f0-8586-6045bddcaac5",1
"8/15/2025, 7:38:51.352 PM","Initializing Host. OperationId: '44588803-262c-4db4-b315-4da819ecf49f'.",1,trace,"{""ProcessId"":""57"",""HostInstanceId"":""550b8b7e-d2d6-4aea-bab8-fe72df2f7ee0"",""prop__{OriginalFormat}"":""Initializing Host. OperationId: '{operationId}'."",""LogLevel"":""Information"",""Category"":""Host.Startup"",""prop__operationId"":""44588803-262c-4db4-b315-4da819ecf49f"",""EventId"":""503"",""EventName"":""Initializing""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908830022050542","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","8f9a9ff1-7a0f-11f0-8586-6045bddcaac5",1
"8/15/2025, 7:38:51.353 PM","Host initialization: ConsecutiveErrors=0, StartupCount=3, OperationId=44588803-262c-4db4-b315-4da819ecf49f",1,trace,"{""ProcessId"":""57"",""HostInstanceId"":""550b8b7e-d2d6-4aea-bab8-fe72df2f7ee0"",""prop__{OriginalFormat}"":""Host initialization: ConsecutiveErrors={attemptCount}, StartupCount={startCount}, OperationId={operationId}"",""LogLevel"":""Information"",""Category"":""Host.Startup"",""prop__operationId"":""44588803-262c-4db4-b315-4da819ecf49f"",""EventId"":""504"",""EventName"":""Initialization"",""prop__startCount"":""3"",""prop__attemptCount"":""0""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908830022050542","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","8f9a9ff2-7a0f-11f0-8586-6045bddcaac5",1
"8/15/2025, 7:38:51.359 PM","Traceback (most recent call last):",1,trace,"{""ProcessId"":""57"",""HostInstanceId"":""550b8b7e-d2d6-4aea-bab8-fe72df2f7ee0"",""prop__{OriginalFormat}"":""Traceback (most recent call last):"",""LogLevel"":""Information"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908830022050542","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","8f9a9ff3-7a0f-11f0-8586-6045bddcaac5",1
"8/15/2025, 7:38:51.359 PM","File ""/azure-functions-host/workers/python/3.12/LINUX/X64/azure_functions_worker/utils/wrappers.py"", line 44, in call",1,trace,"{""ProcessId"":""57"",""HostInstanceId"":""550b8b7e-d2d6-4aea-bab8-fe72df2f7ee0"",""prop__{OriginalFormat}"":""File \""/azure-functions-host/workers/python/3.12/LINUX/X64/azure_functions_worker/utils/wrappers.py\"", line 44, in call"",""LogLevel"":""Information"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908830022050542","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","8f9a9ff4-7a0f-11f0-8586-6045bddcaac5",1
"8/15/2025, 7:38:51.359 PM","return func(*args, **kwargs)",1,trace,"{""ProcessId"":""57"",""HostInstanceId"":""550b8b7e-d2d6-4aea-bab8-fe72df2f7ee0"",""prop__{OriginalFormat}"":""return func(*args, **kwargs)"",""LogLevel"":""Information"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908830022050542","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","8f9a9ff5-7a0f-11f0-8586-6045bddcaac5",1
"8/15/2025, 7:38:51.359 PM","^^^^^^^^^^^^^^^^^^^^^",1,trace,"{""ProcessId"":""57"",""HostInstanceId"":""550b8b7e-d2d6-4aea-bab8-fe72df2f7ee0"",""prop__{OriginalFormat}"":""^^^^^^^^^^^^^^^^^^^^^"",""LogLevel"":""Information"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908830022050542","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","8f9a9ff7-7a0f-11f0-8586-6045bddcaac5",1
"8/15/2025, 7:38:51.359 PM","File ""/azure-functions-host/workers/python/3.12/LINUX/X64/azure_functions_worker/loader.py"", line 244, in index_function_app",1,trace,"{""ProcessId"":""57"",""HostInstanceId"":""550b8b7e-d2d6-4aea-bab8-fe72df2f7ee0"",""prop__{OriginalFormat}"":""File \""/azure-functions-host/workers/python/3.12/LINUX/X64/azure_functions_worker/loader.py\"", line 244, in index_function_app"",""LogLevel"":""Information"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908830022050542","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","8f9a9ff8-7a0f-11f0-8586-6045bddcaac5",1
